,title,author_name,book_id,url,is_ebook,is_eng,num_pages,publication_year,publication_month,publication_day,average_rating,to_read,ratings_count,text_reviews_count,author_average_rating,author_ratings_count,author_text_reviews_count
30073,غابة أصابع,ay@ mnSwr,20641506,https://www.goodreads.com/book/show/20641506,0,0,104.0,2014.0,1.0,1.0,3.02,76,80,20,3.02,80,20
30074,In Search of Midnight: The Mike McGee Handbook of Awesome,Mike McGee,6450228,https://www.goodreads.com/book/show/6450228-in-search-of-midnight,0,0,116.0,2009.0,4.0,5.0,4.44,26,46,6,4.35,202,27
30075,The Flashboat: Poems Collected and Reclaimed,Jane Cooper,310336,https://www.goodreads.com/book/show/310336.The_Flashboat,0,0,284.0,2000.0,12.0,17.0,4.14,15,21,2,4.27,265,26
30076,Light and Shade: New and Selected Poems,Tom Clark,564331,https://www.goodreads.com/book/show/564331.Light_and_Shade,0,0,378.0,2006.0,4.0,1.0,4.07,14,14,1,3.78,667,85
30077,Shadow Mountain,Claire Kageyama-Ramakrishnan,2875086,https://www.goodreads.com/book/show/2875086-shadow-mountain,0,0,77.0,2008.0,4.0,1.0,4.55,15,11,4,4.24,38,12
30078,"Bear, Diamonds and Crane",Claire Kageyama-Ramakrishnan,11975681,https://www.goodreads.com/book/show/11975681-bear-diamonds-and-crane,0,0,92.0,2011.0,10.0,11.0,4.06,17,16,5,4.24,38,12
30081,Fox Fur: A Dreamtale,Sophie Carlon,30847438,https://www.goodreads.com/book/show/30847438-fox-fur,0,1,24.0,2016.0,6.0,30.0,3.7,59,57,14,3.82,100,18
30083,Dispatch from the Future: Poems,Leigh Stein,13152144,https://www.goodreads.com/book/show/13152144-dispatch-from-the-future,0,0,144.0,2012.0,7.0,24.0,3.64,739,216,41,3.29,1656,319
30086,Not So the Chairs,Donald Finkel,3175975,https://www.goodreads.com/book/show/3175975-not-so-the-chairs,0,0,139.0,2003.0,10.0,6.0,4.5,3,8,3,4.04,45,12
30088,The Farmer's Boy,Randolph Caldecott,3078426,https://www.goodreads.com/book/show/3078426-the-farmer-s-boy,0,1,36.0,2010.0,11.0,9.0,3.7,7,8,2,3.67,686,145
30089,The Fox Jumps Over The Parson's Gate,Randolph Caldecott,7637339,https://www.goodreads.com/book/show/7637339-the-fox-jumps-over-the-parson-s-gate,0,1,48.0,2008.0,11.0,14.0,3.25,7,6,1,3.67,686,145
30091,Hey Diddle Diddle and Baby Bunting,Randolph Caldecott,1998499,https://www.goodreads.com/book/show/1998499.Hey_Diddle_Diddle_and_Baby_Bunting,0,0,48.0,2006.0,12.0,7.0,3.38,17,7,2,3.67,686,145
30094,Running for Trap Doors,Joanna Hoffman,18147732,https://www.goodreads.com/book/show/18147732-running-for-trap-doors,0,0,86.0,2013.0,8.0,23.0,4.21,15,14,3,4.08,26,6
30100,The Best of Every Day Poets One,Oonah V. Joslin,10300102,https://www.goodreads.com/book/show/10300102-the-best-of-every-day-poets-one,0,1,168.0,2010.0,12.0,10.0,4.54,14,3,1,4.51,53,10
30101,The Best of Every Day Poets: One,Oonah V. Joslin,10332310,https://www.goodreads.com/book/show/10332310-the-best-of-every-day-poets,0,1,168.0,2010.0,12.0,17.0,4.54,14,10,2,4.51,53,10
30102,The Best of Every Day Poets Two,Oonah V. Joslin,16211819,https://www.goodreads.com/book/show/16211819-the-best-of-every-day-poets-two,0,0,180.0,2012.0,9.0,14.0,4.73,9,11,1,4.51,53,10
30103,"Pamela: A Novel (Atelos (Series), 4.)",Pamela Lu,868094,https://www.goodreads.com/book/show/868094.Pamela,0,0,98.0,1999.0,4.0,1.0,4.08,48,106,14,4.05,159,23
30104,Earthly Pages: The Poetry of Don Domanski,Don Domanski,1740823,https://www.goodreads.com/book/show/1740823.Earthly_Pages,0,0,60.0,2007.0,8.0,1.0,4.38,4,8,1,4.35,68,7
30105,"Island: Poetry and History of Chinese Immigrants on Angel Island, 1910-1940",Him Mark Lai,99684,https://www.goodreads.com/book/show/99684.Island,0,0,174.0,1991.0,5.0,1.0,3.73,28,54,3,3.8,66,3
30106,Standard Candles,Alice Major,26490965,https://www.goodreads.com/book/show/26490965-standard-candles,0,0,144.0,2015.0,11.0,1.0,4.0,8,11,2,3.89,139,30
30107,Terrestrials,Eric  Nelson,1932566,https://www.goodreads.com/book/show/1932566.Terrestrials,0,0,80.0,2004.0,7.0,15.0,4.14,2,7,1,4.5,14,2
30108,The Landscapist: Selected Poems,Pierre Martory,2643292,https://www.goodreads.com/book/show/2643292-the-landscapist,0,1,272.0,2008.0,1.0,1.0,4.62,28,14,1,4.46,24,2
30109,The Landscape Is Behind the Door,Pierre Martory,955225,https://www.goodreads.com/book/show/955225.The_Landscape_Is_Behind_the_Door,0,0,127.0,1994.0,12.0,1.0,3.83,6,6,1,4.46,24,2
30110,The Organ's Speech,U.F. Shah,36286613,https://www.goodreads.com/book/show/36286613-the-organ-s-speech,0,1,184.0,2017.0,11.0,14.0,4.67,547,3,2,4.67,3,2
30112,Green Rice: Poems by Lam Thi My Da,Lam Thi My Da,1016401,https://www.goodreads.com/book/show/1016401.Green_Rice,0,0,180.0,2005.0,2.0,1.0,3.83,15,6,1,3.83,6,1
30114,American Dust Revisited,Brian S. Ellis,17276749,https://www.goodreads.com/book/show/17276749-american-dust-revisited,0,1,112.0,2013.0,1.0,4.0,4.27,6,15,3,4.3,23,3
30115,"Cheer Up, Femme Fatale",Kim Yideum,28967315,https://www.goodreads.com/book/show/28967315-cheer-up-femme-fatale,0,1,80.0,2016.0,2.0,1.0,4.4,60,25,8,4.4,25,8
30117,Dragon Poems,John   Foster,7727399,https://www.goodreads.com/book/show/7727399-dragon-poems,0,0,32.0,1997.0,9.0,18.0,4.04,16,18,4,3.92,228,54
30118,"Soot (Keystone Chapbook Series, #5)",Jeff Walt,7707070,https://www.goodreads.com/book/show/7707070-soot,0,1,27.0,2010.0,1.0,31.0,4.86,6,7,4,4.62,13,5
30120,Winter Road,Louis Jenkins,443331,https://www.goodreads.com/book/show/443331.Winter_Road,0,0,72.0,2000.0,10.0,1.0,4.31,19,48,5,4.2,339,33
30121,Before You Know It: Prose Poems 1970-2005,Louis Jenkins,7185766,https://www.goodreads.com/book/show/7185766-before-you-know-it,0,0,200.0,2009.0,9.0,1.0,4.47,27,32,4,4.2,339,33
30122,Sea Smoke,Louis Jenkins,897020,https://www.goodreads.com/book/show/897020.Sea_Smoke,0,0,72.0,2004.0,10.0,1.0,4.44,15,36,4,4.2,339,33
30123,Just Above Water: Prose Poems,Louis Jenkins,1223728,https://www.goodreads.com/book/show/1223728.Just_Above_Water,0,0,64.0,1997.0,10.0,1.0,4.38,28,34,5,4.2,339,33
30124,Wide Slumber for Lepidopterists,A. Rawlings,1531604,https://www.goodreads.com/book/show/1531604.Wide_Slumber_for_Lepidopterists,0,0,88.0,2006.0,4.0,19.0,4.37,41,35,3,4.35,57,9
30128,The Method,Sasha Steensen,4756170,https://www.goodreads.com/book/show/4756170-the-method,0,0,61.0,2008.0,11.0,1.0,4.41,38,37,5,4.35,111,9
30131,The Underside of the Rainbow,B.E. Burkhead,25869488,https://www.goodreads.com/book/show/25869488-the-underside-of-the-rainbow,0,1,98.0,2015.0,7.0,29.0,4.25,341,10,5,4.25,12,6
30133,Love Poems,Erich Fried,353327,https://www.goodreads.com/book/show/353327.Love_Poems,0,0,336.0,1991.0,6.0,27.0,4.56,93,75,8,4.32,665,50
30141,Luminous Worlds,David C. Kopaska-Merkel,19360737,https://www.goodreads.com/book/show/19360737-luminous-worlds,0,0,112.0,2013.0,3.0,21.0,4.14,4,7,3,3.78,403,95
30142,My Tranquil War and Other Poems,Anis Shivani,15959880,https://www.goodreads.com/book/show/15959880-my-tranquil-war-and-other-poems,0,0,136.0,2012.0,9.0,7.0,4.0,10,7,2,3.86,128,25
30143,Verse Noir,David Rachels,8661665,https://www.goodreads.com/book/show/8661665-verse-noir,0,1,71.0,2010.0,7.0,17.0,4.83,12,6,4,4.23,131,44
30145,The Lesbian Body,Monique Wittig,231875,https://www.goodreads.com/book/show/231875.The_Lesbian_Body,0,0,165.0,1986.0,2.0,15.0,3.92,96,179,24,3.98,1105,112
30149,Luz Indecisa / Efeito Borboleta e Outras Histórias,Jose Mario Silva,10583216,https://www.goodreads.com/book/show/10583216-luz-indecisa-efeito-borboleta-e-outras-hist-rias,0,0,224.0,2011.0,2.0,24.0,3.04,14,23,3,3.52,88,19
30151,No Fairy Tale: The reality of a girl who wasn't a princess and her poetry,D.L. Finn,31214009,https://www.goodreads.com/book/show/31214009-no-fairy-tale,0,1,220.0,2016.0,7.0,24.0,3.67,555,16,9,4.04,69,37
30155,The Word Exchange: Anglo-Saxon Poems in Translation,Greg Delanty,8529097,https://www.goodreads.com/book/show/8529097-the-word-exchange,0,0,576.0,2010.0,12.0,6.0,4.31,144,99,20,4.27,147,25
30156,"Faça amor, não faça jogo",Ique Carvalho,23352249,https://www.goodreads.com/book/show/23352249-fa-a-amor-n-o-fa-a-jogo,0,0,224.0,2014.0,11.0,2.0,4.37,92,130,17,4.33,156,22
30157,Juniper,Hannah Kollef,18114690,https://www.goodreads.com/book/show/18114690-juniper,1,1,98.0,2013.0,7.0,13.0,3.7,8,10,7,3.84,126,59
30159,Glimpse,W.D. Tuck,33138050,https://www.goodreads.com/book/show/33138050-glimpse,0,1,114.0,2016.0,11.0,25.0,4.81,611,13,6,4.81,32,18
30160,Glimpse (Volume 1),W.D. Tuck,33860362,https://www.goodreads.com/book/show/33860362-glimpse,0,1,114.0,2017.0,1.0,15.0,4.81,611,19,12,4.81,32,18
30161,Lives of the Modern Poets,William H. Pritchard,16445267,https://www.goodreads.com/book/show/16445267-lives-of-the-modern-poets,1,0,334.0,2000.0,9.0,26.0,4.08,20,1,1,4.08,752,65
30162,Lives of the Modern Poets,William H. Pritchard,1597559,https://www.goodreads.com/book/show/1597559.Lives_of_the_Modern_Poets,0,0,334.0,1997.0,1.0,15.0,4.08,20,12,2,4.08,752,65
30163,Randall Jarrell: A Literary Life,William H. Pritchard,117939,https://www.goodreads.com/book/show/117939.Randall_Jarrell,0,0,338.0,1992.0,1.0,1.0,4.5,13,8,2,4.08,752,65
30166,Immortal Musings,Bard Constantine,12675903,https://www.goodreads.com/book/show/12675903-immortal-musings,0,0,130.0,2012.0,4.0,2.0,4.3,19,16,10,4.04,395,129
30168,"The Beast, the Hope, and the Only Sun",Elizabeth Buckley,17371959,https://www.goodreads.com/book/show/17371959-the-beast-the-hope-and-the-only-sun,0,1,52.0,2012.0,4.0,3.0,4.0,2,2,1,4.54,13,2
30169,I Apologize in Advance for the Awful Things I'm Gonna Do,Danny Bland,23172242,https://www.goodreads.com/book/show/23172242-i-apologize-in-advance-for-the-awful-things-i-m-gonna-do,0,1,120.0,2014.0,9.0,23.0,4.47,38,45,11,4.25,253,56
30170,"The Lost Voices of World War I: An International Anthology of Writers, Poets & Playwrights",Tim Cross,143941,https://www.goodreads.com/book/show/143941.The_Lost_Voices_of_World_War_I,0,0,416.0,1998.0,1.0,1.0,4.38,9,8,2,4.06,18,6
30171,Voices of Silence: The Alternative Book of First World War Poetry,Vivien Noakes,143940,https://www.goodreads.com/book/show/143940.Voices_of_Silence,0,0,480.0,2006.0,10.0,1.0,4.18,12,11,1,4.18,926,33
30172,Adventures in Form,Tom Chivers,14571182,https://www.goodreads.com/book/show/14571182-adventures-in-form,0,0,200.0,2012.0,1.0,4.0,4.04,10,23,3,3.71,52,7
30175,Rumi and Sufism,Eva de Vitray-Meyerovitch,265577,https://www.goodreads.com/book/show/265577.Rumi_and_Sufism,0,0,167.0,1987.0,1.0,1.0,4.1,84,19,1,3.96,83,7
30176,Shock Treatment,Karen Finley,24796211,https://www.goodreads.com/book/show/24796211-shock-treatment,0,0,168.0,2015.0,9.0,15.0,3.84,322,19,2,3.84,551,74
30177,Shock Treatment,Karen Finley,600265,https://www.goodreads.com/book/show/600265.Shock_Treatment,0,1,144.0,2001.0,1.0,1.0,3.84,322,185,20,3.84,551,74
30178,Listen Up!,Zoe Angelsey,386531,https://www.goodreads.com/book/show/386531.Listen_Up_,0,0,224.0,1999.0,3.0,30.0,3.77,25,47,6,3.77,48,6
30179,Anglo-Saxon Poetry,S.A.J. Bradley,677030,https://www.goodreads.com/book/show/677030.Anglo_Saxon_Poetry,0,1,590.0,1995.0,2.0,15.0,4.17,376,187,8,4.18,196,8
30181,Soul Looks Back in Wonder,Tom Feelings,1758926,https://www.goodreads.com/book/show/1758926.Soul_Looks_Back_in_Wonder,0,1,32.0,1993.0,11.0,1.0,3.84,165,17,10,3.92,3091,451
30182,Point No Point: Selected Poems,Sujata Bhatt,2049587,https://www.goodreads.com/book/show/2049587.Point_No_Point,0,0,160.0,1997.0,1.0,1.0,4.1,27,20,4,4.09,103,9
30184,Poppies in Translation,Sujata Bhatt,24945175,https://www.goodreads.com/book/show/24945175-poppies-in-translation,0,1,135.0,2015.0,4.0,1.0,4.33,362,5,2,4.09,103,9
30186,Floodgate Poetry Series Vol. 2: Three Chapbooks by Three Poets in a Single Volume,Judy Jordan,26017496,https://www.goodreads.com/book/show/26017496-floodgate-poetry-series-vol-2,0,1,113.0,2015.0,11.0,17.0,4.2,176,5,1,4.21,205,29
30187,Carolina Ghost Woods,Judy Jordan,1832265,https://www.goodreads.com/book/show/1832265.Carolina_Ghost_Woods,0,0,59.0,2000.0,3.0,1.0,4.12,77,109,12,4.21,205,29
30190,Honest Effort,Michael A. Carey,6246229,https://www.goodreads.com/book/show/6246229-honest-effort,0,0,91.0,1990.0,1.0,1.0,3.5,3,1,1,3.75,16,4
30191,"A Child's Introduction to Poetry: Listen While You Learn about the Magic Words That Have Moved Mountains, Won Battles and Made Us Laugh and Cry",Michael Driscoll,615566,https://www.goodreads.com/book/show/615566.A_Child_s_Introduction_to_Poetry,0,1,96.0,2003.0,5.0,6.0,4.26,120,149,21,4.17,387,40
30192,Transcendental Train Yard: A Collaborative Suite of Serigraphs,Norma E Cantu,25942687,https://www.goodreads.com/book/show/25942687-transcendental-train-yard,0,0,48.0,2015.0,10.0,1.0,4.0,2,3,1,4.0,3,1
30193,Groundwork,Amanda Jernigan,12968806,https://www.goodreads.com/book/show/12968806-groundwork,0,0,60.0,2011.0,10.0,25.0,4.05,26,17,5,4.27,33,7
30194,Morning's Promise: Poetic Moments in His Presence,Jennifer Anne F. Messing,13631658,https://www.goodreads.com/book/show/13631658-morning-s-promise,0,1,194.0,2012.0,10.0,1.0,4.0,10,4,2,4.0,7,4
30197,Late for Work,David  Tucker,347124,https://www.goodreads.com/book/show/347124.Late_for_Work,0,0,64.0,2006.0,4.0,4.0,3.86,19,50,7,3.84,51,7
30198,Blue: The Derek Jarman Poems,Keith Garebian,3699108,https://www.goodreads.com/book/show/3699108-blue,0,0,109.0,2008.0,3.0,1.0,4.0,8,3,1,3.87,105,13
30200,আমার স্বপ্ন,Sunil Gangopadhyay,29963720,https://www.goodreads.com/book/show/29963720,0,0,64.0,2011.0,6.0,1.0,4.0,2,2,1,3.98,16659,453
30204,على أجنحة الطير,slm Hjy,15926745,https://www.goodreads.com/book/show/15926745,1,0,130.0,2012.0,8.0,30.0,3.76,1016,765,179,3.68,2979,684
30206,(لحظة من فضلك الحياة لا ترجع إلى الخلف (الطبعة التانية,slm Hjy,17334267,https://www.goodreads.com/book/show/17334267,0,0,143.0,2013.0,1.0,24.0,4.01,611,13,1,3.68,2979,684
30207,Albrecht Dürer and Me,David Zieroth,22222272,https://www.goodreads.com/book/show/22222272-albrecht-d-rer-and-me,0,0,80.0,2014.0,11.0,1.0,4.5,4,2,1,3.35,34,5
30208,The Fly in Autumn,David Zieroth,6876082,https://www.goodreads.com/book/show/6876082-the-fly-in-autumn,0,0,96.0,2009.0,5.0,25.0,3.0,5,11,1,3.35,34,5
30209,Chaser,Erin Knight,12892177,https://www.goodreads.com/book/show/12892177-chaser,0,0,104.0,2012.0,4.0,7.0,3.2,3,5,2,3.33,9,2
30212,From Pink Bows to Red Stilettos,Xia Devore,17687503,https://www.goodreads.com/book/show/17687503-from-pink-bows-to-red-stilettos,0,1,92.0,2013.0,3.0,21.0,3.92,919,12,8,3.92,13,9
30215,Night and Horses and the Desert: An Anthology of Classical Arabic Literature,Robert Irwin,423755,https://www.goodreads.com/book/show/423755.Night_and_Horses_and_the_Desert,0,1,480.0,2002.0,1.0,8.0,4.02,223,85,7,3.96,5246,328
30216,The Hildebrandslied,Francis A. Wood,7256793,https://www.goodreads.com/book/show/7256793-the-hildebrandslied,0,0,24.0,2009.0,7.0,12.0,3.7,12,10,3,3.7,10,3
30217,Maybe the Saddest Thing: Poems,Marcus Wicker,13623995,https://www.goodreads.com/book/show/13623995-maybe-the-saddest-thing,0,1,96.0,2012.0,10.0,23.0,3.84,115,21,3,3.99,211,27
30218,Maybe the Saddest Thing: Poems,Marcus Wicker,16032551,https://www.goodreads.com/book/show/16032551-maybe-the-saddest-thing,1,0,96.0,2012.0,10.0,23.0,3.84,115,120,11,3.99,211,27
30219,Silencer,Marcus Wicker,34130377,https://www.goodreads.com/book/show/34130377-silencer,0,0,96.0,2017.0,9.0,5.0,4.24,726,57,9,3.99,211,27
30220,Voices of the Wild,Jonathan London,4151892,https://www.goodreads.com/book/show/4151892-voices-of-the-wild,0,0,32.0,1998.0,7.0,13.0,4.29,5,14,6,3.94,33152,2756
30221,I See the Moon and the Moon Sees Me,Jonathan London,958170,https://www.goodreads.com/book/show/958170.I_See_the_Moon_and_the_Moon_Sees_Me,0,1,32.0,1996.0,3.0,1.0,3.83,11,23,4,3.94,33152,2756
30222,Fog Gorgeous Stag,Sean Lovelace,11353674,https://www.goodreads.com/book/show/11353674-fog-gorgeous-stag,0,1,65.0,2011.0,6.0,14.0,4.33,35,33,13,4.38,248,57
30223,For  Love of an Armadillo,Didi Menendez,6059693,https://www.goodreads.com/book/show/6059693-for-love-of-an-armadillo,0,1,36.0,2009.0,1.0,1.0,4.71,30,14,8,4.71,274,82
30224,Mipoesias: December 2008,Didi Menendez,5924914,https://www.goodreads.com/book/show/5924914-mipoesias,0,1,104.0,2008.0,11.0,24.0,4.47,32,36,10,4.71,274,82
30227,Jumping in the Puddles of Life,Loretta Livingstone,17700904,https://www.goodreads.com/book/show/17700904-jumping-in-the-puddles-of-life,0,1,60.0,2012.0,9.0,27.0,4.2,71,3,1,4.3,136,72
30228,Rhythms of Life,Loretta Livingstone,18839809,https://www.goodreads.com/book/show/18839809-rhythms-of-life,0,0,64.0,2013.0,11.0,11.0,5.0,56,3,3,4.3,136,72
30229,Jumping in the Puddles of Life,Loretta Livingstone,17789725,https://www.goodreads.com/book/show/17789725-jumping-in-the-puddles-of-life,0,1,60.0,2012.0,10.0,4.0,4.2,71,7,4,4.3,136,72
30231,Gerusalemme liberata,Torquato Tasso,15777533,https://www.goodreads.com/book/show/15777533-gerusalemme-liberata,0,0,1294.0,2009.0,11.0,25.0,3.83,265,16,2,3.84,936,48
30232,Aminta: A Pastoral Play,Torquato Tasso,282682,https://www.goodreads.com/book/show/282682.Aminta,0,0,216.0,2009.0,8.0,18.0,3.68,107,13,3,3.84,936,48
30233,Jerusalem Delivered,Torquato Tasso,875623,https://www.goodreads.com/book/show/875623.Jerusalem_Delivered,0,1,504.0,2000.0,7.0,10.0,3.83,265,506,25,3.84,936,48
30234,The Liberation of Jerusalem,Torquato Tasso,4243984,https://www.goodreads.com/book/show/4243984-the-liberation-of-jerusalem,0,1,454.0,2009.0,4.0,1.0,3.83,265,32,3,3.84,936,48
30235,Orlando Furioso di Ludovico Ariosto raccontato da Italo Calvino,Italo Calvino,33509096,https://www.goodreads.com/book/show/33509096-orlando-furioso-di-ludovico-ariosto-raccontato-da-italo-calvino,0,0,428.0,2012.0,9.0,11.0,3.94,41,6,1,4.04,202063,13397
30236,Orlando Furioso raccontato da Italo Calvino,Italo Calvino,6021189,https://www.goodreads.com/book/show/6021189-orlando-furioso-raccontato-da-italo-calvino,0,0,392.0,2003.0,10.0,21.0,3.94,41,97,9,4.04,202063,13397
30237,Italo Calvino racconta l'Orlando furioso. Per la Scuola media,Italo Calvino,9511060,https://www.goodreads.com/book/show/9511060-italo-calvino-racconta-l-orlando-furioso-per-la-scuola-media,0,0,154.0,2001.0,10.0,1.0,3.94,41,43,4,4.04,202063,13397
30239,Double Life,Heather McNaugher,24448223,https://www.goodreads.com/book/show/24448223-double-life,0,1,32.0,2014.0,6.0,11.0,4.2,2,5,2,4.49,43,3
30243,The Book of Qualities,J. Ruth Gendler,294357,https://www.goodreads.com/book/show/294357.The_Book_of_Qualities,0,0,112.0,1988.0,1.0,27.0,4.41,370,623,96,4.4,680,100
30245,Physical,Andrew McMillan,23482811,https://www.goodreads.com/book/show/23482811-physical,0,1,53.0,2015.0,11.0,1.0,4.06,386,218,41,4.12,296,56
30246,Tandem Bicycle: Poems,Robert Grant Price,28474447,https://www.goodreads.com/book/show/28474447-tandem-bicycle,0,0,102.0,2015.0,12.0,4.0,3.5,157,4,1,3.5,4,1
30249,Morgante: The Epic Adventures of Orlando and His Giant Friend Morgante,Luigi Pulci,1377184,https://www.goodreads.com/book/show/1377184.Morgante,0,0,1016.0,2000.0,9.0,1.0,4.09,58,18,5,4.05,37,7
30250,Morgante: The Epic Adventures of Orlando and His Giant Friend Morgante,Luigi Pulci,3950560,https://www.goodreads.com/book/show/3950560-morgante,0,0,1016.0,1998.0,3.0,1.0,4.09,58,1,1,4.05,37,7
30251,Bobcat Country,Brandi Homan,6952843,https://www.goodreads.com/book/show/6952843-bobcat-country,0,1,80.0,2010.0,2.0,1.0,4.58,18,24,8,4.71,96,16
30253,Hard Reds,Brandi Homan,2664049,https://www.goodreads.com/book/show/2664049-hard-reds,0,0,84.0,2008.0,9.0,15.0,4.77,17,30,4,4.71,96,16
30254,Needs Improvement,Jon Paul Fiorentino,17783721,https://www.goodreads.com/book/show/17783721-needs-improvement,1,0,84.0,2013.0,10.0,14.0,4.18,12,14,1,3.82,248,33
30255,Hello Serotonin,Jon Paul Fiorentino,2372796,https://www.goodreads.com/book/show/2372796.Hello_Serotonin,0,0,96.0,2004.0,4.0,20.0,4.0,12,13,1,3.82,248,33
30256,Indexical Elegies,Jon Paul Fiorentino,9456523,https://www.goodreads.com/book/show/9456523-indexical-elegies,0,0,80.0,2006.0,9.0,30.0,3.8,14,18,5,3.82,248,33
30257,The Theory of the Loser Class,Jon Paul Fiorentino,2372795,https://www.goodreads.com/book/show/2372795.The_Theory_of_the_Loser_Class,0,0,96.0,2002.0,4.0,19.0,3.6,7,15,1,3.82,248,33
30258,Post-Prairie: An Anthology of New Poetry,Jon Paul Fiorentino,2372794,https://www.goodreads.com/book/show/2372794.Post_Prairie,0,0,160.0,2005.0,9.0,15.0,4.11,7,9,3,3.82,248,33
30262,Whereas,Layli Long Soldier,29875897,https://www.goodreads.com/book/show/29875897-whereas,0,0,114.0,2017.0,3.0,7.0,4.36,1476,310,65,4.36,332,66
30264,Portrait of the Alcoholic,Kaveh Akbar,32566407,https://www.goodreads.com/book/show/32566407-portrait-of-the-alcoholic,0,1,45.0,2017.0,1.0,26.0,3.87,1124,315,42,4.17,525,92
30265,Calling a Wolf a Wolf,Kaveh Akbar,34146688,https://www.goodreads.com/book/show/34146688-calling-a-wolf-a-wolf,0,1,89.0,2017.0,9.0,12.0,4.66,2077,188,41,4.17,525,92
30266,Calling a Wolf a Wolf,Kaveh Akbar,36403877,https://www.goodreads.com/book/show/36403877-calling-a-wolf-a-wolf,1,1,132.0,2017.0,9.0,25.0,4.66,2077,2,2,4.17,525,92
30267,Standing Wave,Robert  Allen,2040494,https://www.goodreads.com/book/show/2040494.Standing_Wave,0,1,96.0,2005.0,9.0,28.0,3.38,4,24,3,3.52,40,8
30270,Can You Dig It?,Robert Weinstock,7060139,https://www.goodreads.com/book/show/7060139-can-you-dig-it,0,0,32.0,2010.0,3.0,2.0,4.0,11,26,8,3.71,655,151
30271,"Food Hates You, Too and Other Poems",Robert Weinstock,3838883,https://www.goodreads.com/book/show/3838883-food-hates-you-too-and-other-poems,0,0,32.0,2009.0,2.0,24.0,3.52,18,64,27,3.71,655,151
30274,Streetcorners,Francis Carco,447584,https://www.goodreads.com/book/show/447584.Streetcorners,0,0,112.0,2003.0,11.0,1.0,3.83,18,12,4,3.43,75,21
30277,An Octoroon,Branden Jacobs-Jenkins,35448935,https://www.goodreads.com/book/show/35448935-an-octoroon,0,1,96.0,2017.0,5.0,18.0,4.3,107,3,1,4.27,250,23
30278,The Endless Machine,Max Ingram,25022352,https://www.goodreads.com/book/show/25022352-the-endless-machine,1,1,40.0,2015.0,2.0,20.0,1.67,3,3,3,1.67,3,3
30279,When Empurpled,Matt Margo,11976496,https://www.goodreads.com/book/show/11976496-when-empurpled,0,1,38.0,2011.0,7.0,7.0,5.0,15,6,3,4.55,33,5
30281,Boy with Thorn,Rickey Laurentiis,25740315,https://www.goodreads.com/book/show/25740315-boy-with-thorn,0,1,88.0,2015.0,9.0,11.0,4.16,422,97,3,4.17,124,6
30282,Boy with Thorn,Rickey Laurentiis,25778591,https://www.goodreads.com/book/show/25778591-boy-with-thorn,0,0,104.0,2015.0,9.0,9.0,4.16,422,16,2,4.17,124,6
30283,"Three Zen Masters: Ikkyu, Hakuin, and Ryokan",John   Stevens,319044,https://www.goodreads.com/book/show/319044.Three_Zen_Masters,0,0,161.0,1993.0,2.0,1.0,4.28,32,39,5,4.19,4368,326
30284,Poetry Handbook: A Dictionary of Terms,Babette Deutsch,467132,https://www.goodreads.com/book/show/467132.Poetry_Handbook,0,0,224.0,2009.0,4.0,21.0,3.69,64,52,7,4.06,306,48
30285,Leigh Hunt: Selected Writings,Leigh Hunt,1532356,https://www.goodreads.com/book/show/1532356.Leigh_Hunt,0,0,200.0,2003.0,11.0,20.0,4.71,54,7,1,4.06,2187,261
30287,Rant. Chant. Chisme.,Amalia Ortiz,25404333,https://www.goodreads.com/book/show/25404333-rant-chant-chisme,0,0,128.0,2015.0,9.0,1.0,4.5,71,23,6,4.5,26,6
30288,Scriptorium: Poems,Melissa Range,28686956,https://www.goodreads.com/book/show/28686956-scriptorium,0,0,96.0,2016.0,10.0,18.0,4.14,220,54,16,4.36,148,33
30289,Horse and Rider: Poems,Melissa Range,7543019,https://www.goodreads.com/book/show/7543019-horse-and-rider,0,1,88.0,2010.0,3.0,15.0,4.53,27,62,11,4.36,148,33
30291,Sexual Boat,James Gendron,17720244,https://www.goodreads.com/book/show/17720244-sexual-boat,0,0,99.0,2013.0,4.0,1.0,4.29,32,41,9,4.36,56,12
30294,The Heart is a Nursery for Hope,Elaine   Reardon,32064155,https://www.goodreads.com/book/show/32064155-the-heart-is-a-nursery-for-hope,0,1,36.0,2016.0,9.0,9.0,4.8,120,15,10,4.8,15,10
30295,Petrol Honey,Rob Auton,25603497,https://www.goodreads.com/book/show/25603497-petrol-honey,0,1,96.0,2014.0,7.0,7.0,4.33,4,12,4,4.38,48,10
30298,The Cambridge Companion to Sylvia Plath,Jo Gill,31403,https://www.goodreads.com/book/show/31403.The_Cambridge_Companion_to_Sylvia_Plath,0,0,182.0,2010.0,12.0,9.0,3.92,54,39,2,4.1,122,18
30299,Endless Vow: The Zen Path of Soen Nakagawa,Soen Nakagawa,1365295,https://www.goodreads.com/book/show/1365295.Endless_Vow,0,0,192.0,1996.0,6.0,11.0,4.16,22,19,5,4.19,21,5
30300,"You, My Love: A Diary in Verse",Richard Atwood,4974052,https://www.goodreads.com/book/show/4974052-you-my-love,0,1,116.0,2008.0,2.0,10.0,5.0,2,4,3,4.75,8,5
30302,Angel Park,Roberto F. Santiago,27282562,https://www.goodreads.com/book/show/27282562-angel-park,0,1,110.0,2015.0,4.0,10.0,4.58,18,9,2,4.58,12,3
